Problem_Name,Problem_Category,Ministry,Minister_Name,Days_To_Complete
Village street light issue,rural development,minister for rural development,K R Periakaruppan,7
Village street light issue,rural development,minister for rural development,K R Periakaruppan,13
Village street light issue,rural development,minister for rural development,K R Periakaruppan,11
Village street light issue,rural development,minister for rural development,K R Periakaruppan,14
Village street light issue,rural development,minister for rural development,K R Periakaruppan,15
Village street light issue,rural development,minister for rural development,K R Periakaruppan,14
Village street light issue,rural development,minister for rural development,K R Periakaruppan,15
Village street light issue,rural development,minister for rural development,K R Periakaruppan,13
Village street light issue,rural development,minister for rural development,K R Periakaruppan,14
Village street light issue,rural development,minister for rural development,K R Periakaruppan,9
Village street light issue,rural development,minister for rural development,K R Periakaruppan,10
Village street light issue,rural development,minister for rural development,K R Periakaruppan,15
Village street light issue,rural development,minister for rural development,K R Periakaruppan,16
Village street light issue,rural development,minister for rural development,K R Periakaruppan,13
Village street light issue,rural development,minister for rural development,K R Periakaruppan,12
Village street light issue,rural development,minister for rural development,K R Periakaruppan,13
Village street light issue,rural development,minister for rural development,K R Periakaruppan,15
Village street light issue,rural development,minister for rural development,K R Periakaruppan,8
Village street light issue,rural development,minister for rural development,K R Periakaruppan,14
Village street light issue,rural development,minister for rural development,K R Periakaruppan,8
Village street light issue,rural development,minister for rural development,K R Periakaruppan,14
Village street light issue,rural development,minister for rural development,K R Periakaruppan,9
Village street light issue,rural development,minister for rural development,K R Periakaruppan,10
Village street light issue,rural development,minister for rural development,K R Periakaruppan,10
Village street light issue,rural development,minister for rural development,K R Periakaruppan,12
Village street light issue,rural development,minister for rural development,K R Periakaruppan,15
Village street light issue,rural development,minister for rural development,K R Periakaruppan,15
Village street light issue,rural development,minister for rural development,K R Periakaruppan,8
Village street light issue,rural development,minister for rural development,K R Periakaruppan,31
Village street light issue,rural development,minister for rural development,K R Periakaruppan,30
Village street light issue,rural development,minister for rural development,K R Periakaruppan,28
Village street light issue,rural development,minister for rural development,K R Periakaruppan,34
Village street light issue,rural development,minister for rural development,K R Periakaruppan,29
Village street light issue,rural development,minister for rural development,K R Periakaruppan,29
Village street light issue,rural development,minister for rural development,K R Periakaruppan,31
Village street light issue,rural development,minister for rural development,K R Periakaruppan,35
Village street light issue,rural development,minister for rural development,K R Periakaruppan,28
Village street light issue,rural development,minister for rural development,K R Periakaruppan,31
Village street light issue,rural development,minister for rural development,K R Periakaruppan,30
Village street light issue,rural development,minister for rural development,K R Periakaruppan,29
Village street light issue,rural development,minister for rural development,K R Periakaruppan,31
Village street light issue,rural development,minister for rural development,K R Periakaruppan,32
Village street light issue,rural development,minister for rural development,K R Periakaruppan,27
Village street light issue,rural development,minister for rural development,K R Periakaruppan,28
Village street light issue,rural development,minister for rural development,K R Periakaruppan,33
Village street light issue,rural development,minister for rural development,K R Periakaruppan,30
Village street light issue,rural development,minister for rural development,K R Periakaruppan,30
Village street light issue,rural development,minister for rural development,K R Periakaruppan,27
Village street light issue,rural development,minister for rural development,K R Periakaruppan,35
Village street light issue,rural development,minister for rural development,K R Periakaruppan,35
Village street light issue,rural development,minister for rural development,K R Periakaruppan,28
Village street light issue,rural development,minister for rural development,K R Periakaruppan,35
Village street light issue,rural development,minister for rural development,K R Periakaruppan,36
Village street light issue,rural development,minister for rural development,K R Periakaruppan,33
Village street light issue,rural development,minister for rural development,K R Periakaruppan,34
Village street light issue,rural development,minister for rural development,K R Periakaruppan,32
Village street light issue,rural development,minister for rural development,K R Periakaruppan,36
Village street light issue,rural development,minister for rural development,K R Periakaruppan,36
Village street light issue,rural development,minister for rural development,K R Periakaruppan,30
Factory license delay,industries,minister for industries,Thangam Thennarasu,13
Factory license delay,industries,minister for industries,Thangam Thennarasu,18
Factory license delay,industries,minister for industries,Thangam Thennarasu,11
Factory license delay,industries,minister for industries,Thangam Thennarasu,12
Factory license delay,industries,minister for industries,Thangam Thennarasu,15
Factory license delay,industries,minister for industries,Thangam Thennarasu,14
Factory license delay,industries,minister for industries,Thangam Thennarasu,20
Factory license delay,industries,minister for industries,Thangam Thennarasu,11
Factory license delay,industries,minister for industries,Thangam Thennarasu,15
Factory license delay,industries,minister for industries,Thangam Thennarasu,18
Factory license delay,industries,minister for industries,Thangam Thennarasu,18
Factory license delay,industries,minister for industries,Thangam Thennarasu,17
Factory license delay,industries,minister for industries,Thangam Thennarasu,13
Factory license delay,industries,minister for industries,Thangam Thennarasu,19
Factory license delay,industries,minister for industries,Thangam Thennarasu,15
Factory license delay,industries,minister for industries,Thangam Thennarasu,19
Factory license delay,industries,minister for industries,Thangam Thennarasu,19
Factory license delay,industries,minister for industries,Thangam Thennarasu,20
Factory license delay,industries,minister for industries,Thangam Thennarasu,15
Factory license delay,industries,minister for industries,Thangam Thennarasu,12
Factory license delay,industries,minister for industries,Thangam Thennarasu,14
Factory license delay,industries,minister for industries,Thangam Thennarasu,13
Factory license delay,industries,minister for industries,Thangam Thennarasu,13
Factory license delay,industries,minister for industries,Thangam Thennarasu,17
Factory license delay,industries,minister for industries,Thangam Thennarasu,17
Factory license delay,industries,minister for industries,Thangam Thennarasu,18
Factory license delay,industries,minister for industries,Thangam Thennarasu,16
Factory license delay,industries,minister for industries,Thangam Thennarasu,13
Factory license delay,industries,minister for industries,Thangam Thennarasu,19
Factory license delay,industries,minister for industries,Thangam Thennarasu,11
Factory license delay,industries,minister for industries,Thangam Thennarasu,16
Factory license delay,industries,minister for industries,Thangam Thennarasu,11
Factory license delay,industries,minister for industries,Thangam Thennarasu,18
Factory license delay,industries,minister for industries,Thangam Thennarasu,17
Factory license delay,industries,minister for industries,Thangam Thennarasu,12
Factory license delay,industries,minister for industries,Thangam Thennarasu,17
